1,2,174.00,214.00,125.00,65.00,1,-1,-1,-1
1,3,838.00,200.00,100.00,103.00,1,-1,-1,-1
1,4,799.00,125.00,71.00,38.00,1,-1,-1,-1
1,5,321.00,139.00,66.00,39.00,1,-1,-1,-1
1,6,939.00,112.00,53.00,31.00,1,-1,-1,-1
1,7,1039.00,108.00,35.00,23.00,1,-1,-1,-1
1,8,160.00,147.00,43.00,23.00,1,-1,-1,-1
1,9,1081.00,108.00,28.00,20.00,1,-1,-1,-1
1,10,1182.00,154.00,31.00,30.00,1,-1,-1,-1
1,11,986.00,102.00,39.00,24.00,1,-1,-1,-1
1,12,515.00,180.00,111.00,85.00,1,-1,-1,-1
2,2,143.00,221.00,126.00,66.00,1,-1,-1,-1
2,3,840.00,206.00,107.00,106.00,1,-1,-1,-1
2,4,788.00,126.00,74.00,38.00,1,-1,-1,-1
2,5,321.00,139.00,66.00,40.00,1,-1,-1,-1
2,6,934.00,112.00,55.00,32.00,1,-1,-1,-1
2,7,1038.00,108.00,35.00,23.00,1,-1,-1,-1
2,8,165.00,147.00,44.00,22.00,1,-1,-1,-1
2,9,1080.00,108.00,28.00,20.00,1,-1,-1,-1
2,10,1182.00,152.00,31.00,29.00,1,-1,-1,-1
2,11,977.00,102.00,40.00,26.00,1,-1,-1,-1
2,12,508.00,187.00,109.00,87.00,1,-1,-1,-1
3,2,111.00,230.00,125.00,68.00,1,-1,-1,-1
3,3,843.00,212.00,116.00,112.00,1,-1,-1,-1
3,4,778.00,127.00,74.00,39.00,1,-1,-1,-1
3,5,321.00,139.00,66.00,40.00,1,-1,-1,-1
3,6,930.00,113.00,54.00,32.00,1,-1,-1,-1
3,7,1035.00,108.00,36.00,23.00,1,-1,-1,-1
3,8,170.00,147.00,45.00,22.00,1,-1,-1,-1
3,9,1080.00,108.00,28.00,20.00,1,-1,-1,-1
3,10,1183.00,150.00,30.00,29.00,1,-1,-1,-1
3,11,966.00,103.00,43.00,25.00,1,-1,-1,-1
3,12,503.00,189.00,109.00,93.00,1,-1,-1,-1
4,2,79.00,238.00,123.00,70.00,1,-1,-1,-1
4,3,846.00,217.00,125.00,119.00,1,-1,-1,-1
4,4,768.00,127.00,76.00,40.00,1,-1,-1,-1
4,5,321.00,139.00,66.00,40.00,1,-1,-1,-1
4,6,924.00,113.00,54.00,32.00,1,-1,-1,-1
4,7,1034.00,108.00,36.00,24.00,1,-1,-1,-1
4,8,175.00,146.00,46.00,23.00,1,-1,-1,-1
4,9,1078.00,108.00,29.00,20.00,1,-1,-1,-1
4,10,1183.00,149.00,30.00,28.00,1,-1,-1,-1
