1,1,845.00,314.00,162.00,85.00,1,-1,-1,-1
1,2,306.00,286.00,222.00,111.00,1,-1,-1,-1
1,3,513.00,223.00,140.00,81.00,1,-1,-1,-1
1,4,705.00,127.00,87.00,44.00,1,-1,-1,-1
1,5,94.00,146.00,67.00,55.00,1,-1,-1,-1
1,6,0.00,143.00,37.00,38.00,1,-1,-1,-1
1,7,0.00,403.00,128.00,103.00,1,-1,-1,-1
1,8,993.00,100.00,51.00,27.00,1,-1,-1,-1
1,9,797.00,114.00,83.00,39.00,1,-1,-1,-1
1,10,877.00,105.00,74.00,35.00,1,-1,-1,-1
1,11,255.00,43.00,44.00,24.00,1,-1,-1,-1
1,12,68.00,124.00,52.00,46.00,1,-1,-1,-1
1,13,1115.00,74.00,31.00,21.00,1,-1,-1,-1
1,14,48.00,110.00,41.00,40.00,1,-1,-1,-1
1,15,228.00,35.00,47.00,25.00,1,-1,-1,-1
1,16,0.00,77.00,27.00,27.00,1,-1,-1,-1
1,17,307.00,46.00,52.00,32.00,1,-1,-1,-1
1,18,1200.00,88.00,27.00,17.00,1,-1,-1,-1
1,19,1219.00,472.00,60.00,78.00,1,-1,-1,-1
1,20,1192.00,73.00,27.00,16.00,1,-1,-1,-1
2,1,829.00,306.00,157.00,84.00,1,-1,-1,-1
2,2,277.00,281.00,217.00,108.00,1,-1,-1,-1
2,3,494.00,214.00,134.00,79.00,1,-1,-1,-1
2,4,705.00,127.00,87.00,44.00,1,-1,-1,-1
2,5,94.00,146.00,67.00,55.00,1,-1,-1,-1
2,6,0.00,144.00,38.00,40.00,1,-1,-1,-1
2,7,0.00,403.00,128.00,103.00,1,-1,-1,-1
2,8,990.00,100.00,52.00,28.00,1,-1,-1,-1
2,9,797.00,114.00,83.00,39.00,1,-1,-1,-1
2,10,877.00,105.00,73.00,35.00,1,-1,-1,-1
2,11,255.00,43.00,44.00,24.00,1,-1,-1,-1
2,12,68.00,124.00,52.00,46.00,1,-1,-1,-1
2,13,1110.00,75.00,31.00,20.00,1,-1,-1,-1
2,14,48.00,110.00,41.00,40.00,1,-1,-1,-1
2,15,228.00,35.00,47.00,25.00,1,-1,-1,-1
2,16,0.00,78.00,27.00,26.00,1,-1,-1,-1
2,17,307.00,46.00,52.00,32.00,1,-1,-1,-1
2,18,1195.00,86.00,30.00,19.00,1,-1,-1,-1
2,19,1196.00,461.00,82.00,92.00,1,-1,-1,-1
2,20,1187.00,74.00,27.00,16.00,1,-1,-1,-1
3,1,813.00,299.00,154.00,82.00,1,-1,-1,-1
3,2,249.00,277.00,214.00,105.00,1,-1,-1,-1
3,3,477.00,205.00,129.00,76.00,1,-1,-1,-1
3,4,705.00,127.00,87.00,44.00,1,-1,-1,-1
3,5,94.00,146.00,67.00,55.00,1,-1,-1,-1
3,6,0.00,146.00,38.00,42.00,1,-1,-1,-1
3,7,0.00,403.00,128.00,103.00,1,-1,-1,-1
3,8,986.00,101.00,52.00,28.00,1,-1,-1,-1
3,9,797.00,114.00,83.00,39.00,1,-1,-1,-1
3,10,877.00,105.00,73.00,35.00,1,-1,-1,-1
3,11,255.00,43.00,44.00,24.00,1,-1,-1,-1
3,12,68.00,124.00,52.00,47.00,1,-1,-1,-1
3,13,1103.00,74.00,33.00,21.00,1,-1,-1,-1
3,14,48.00,110.00,41.00,39.00,1,-1,-1,-1
3,15,228.00,35.00,47.00,25.00,1,-1,-1,-1
3,16,0.00,78.00,29.00,28.00,1,-1,-1,-1
3,17,307.00,46.00,52.00,32.00,1,-1,-1,-1
3,18,1192.00,86.00,28.00,19.00,1,-1,-1,-1
3,19,1172.00,452.00,107.00,100.00,1,-1,-1,-1
3,20,1183.00,73.00,28.00,16.00,1,-1,-1,-1
4,1,796.00,292.00,151.00,79.00,1,-1,-1,-1
4,2,220.00,274.00,212.00,102.00,1,-1,-1,-1
4,3,460.00,198.00,124.00,74.00,1,-1,-1,-1
4,4,705.00,127.00,87.00,44.00,1,-1,-1,-1
4,5,94.00,146.00,67.00,55.00,1,-1,-1,-1
4,6,0.00,147.00,39.00,44.00,1,-1,-1,-1
4,7,0.00,403.00,128.00,103.00,1,-1,-1,-1
4,8,984.00,100.00,53.00,28.00,1,-1,-1,-1
4,9,797.00,114.00,83.00,39.00,1,-1,-1,-1
4,10,877.00,105.00,73.00,35.00,1,-1,-1,-1
4,11,255.00,43.00,44.00,24.00,1,-1,-1,-1
4,12,68.00,124.00,52.00,47.00,1,-1,-1,-1
4,13,1097.00,74.00,33.00,21.00,1,-1,-1,-1
4,14,47.00,110.00,41.00,40.00,1,-1,-1,-1
4,15,228.00,35.00,47.00,25.00,1,-1,-1,-1
4,16,0.00,79.00,30.00,28.00,1,-1,-1,-1
4,17,307.00,46.00,52.00,32.00,1,-1,-1,-1
4,18,1188.00,85.00,28.00,19.00,1,-1,-1,-1
4,19,1150.00,439.00,129.00,124.00,1,-1,-1,-1
4,20,1178.00,73.00,28.00,16.00,1,-1,-1,-1
5,1,778.00,285.00,149.00,76.00,1,-1,-1,-1
5,2,191.00,271.00,207.00,99.00,1,-1,-1,-1
5,3,443.00,188.00,120.00,74.00,1,-1,-1,-1
5,4,705.00,127.00,87.00,44.00,1,-1,-1,-1
5,5,94.00,146.00,67.00,55.00,1,-1,-1,-1
5,6,0.00,149.00,39.00,44.00,1,-1,-1,-1
5,7,0.00,403.00,128.00,103.00,1,-1,-1,-1
5,8,980.00,101.00,54.00,27.00,1,-1,-1,-1
5,9,797.00,114.00,83.00,39.00,1,-1,-1,-1
5,10,877.00,105.00,73.00,35.00,1,-1,-1,-1
5,11,255.00,43.00,44.00,24.00,1,-1,-1,-1
5,12,68.00,124.00,52.00,47.00,1,-1,-1,-1
5,13,1091.00,74.00,33.00,21.00,1,-1,-1,-1
5,14,48.00,110.00,41.00,39.00,1,-1,-1,-1
5,15,228.00,35.00,47.00,25.00,1,-1,-1,-1
5,16,0.00,80.00,31.00,27.00,1,-1,-1,-1
5,17,307.00,46.00,52.00,32.00,1,-1,-1,-1
5,18,1183.00,86.00,29.00,19.00,1,-1,-1,-1
5,19,1128.00,428.00,151.00,125.00,1,-1,-1,-1
5,20,1173.00,73.00,27.00,16.00,1,-1,-1,-1
5,22,1221.00,567.00,58.00,86.00,1,-1,-1,-1
6,1,762.00,280.00,147.00,72.00,1,-1,-1,-1
6,2,161.00,270.00,206.00,97.00,1,-1,-1,-1
6,3,427.00,181.00,114.00,70.00,1,-1,-1,-1
6,4,705.00,127.00,87.00,44.00,1,-1,-1,-1
6,5,94.00,146.00,68.00,55.00,1,-1,-1,-1
6,6,0.00,150.00,39.00,45.00,1,-1,-1,-1
6,7,0.00,403.00,128.00,103.00,1,-1,-1,-1
6,8,979.00,101.00,54.00,28.00,1,-1,-1,-1
6,9,797.00,114.00,82.00,39.00,1,-1,-1,-1
6,10,876.00,105.00,74.00,36.00,1,-1,-1,-1
6,11,255.00,43.00,44.00,24.00,1,-1,-1,-1
6,12,68.00,124.00,52.00,46.00,1,-1,-1,-1
6,13,1085.00,74.00,34.00,22.00,1,-1,-1,-1
6,14,47.00,110.00,41.00,40.00,1,-1,-1,-1
6,15,228.00,35.00,46.00,25.00,1,-1,-1,-1
