1,1,970.00,169.00,40.00,33.00,1,-1,-1,-1
1,2,829.00,165.00,59.00,38.00,1,-1,-1,-1
1,3,124.00,263.00,55.00,53.00,1,-1,-1,-1
1,4,222.00,218.00,45.00,34.00,1,-1,-1,-1
1,5,120.00,217.00,29.00,28.00,1,-1,-1,-1
1,6,266.00,233.00,56.00,40.00,1,-1,-1,-1
1,7,920.00,156.00,34.00,24.00,1,-1,-1,-1
1,8,541.00,167.00,65.00,31.00,1,-1,-1,-1
1,9,874.00,155.00,48.00,34.00,1,-1,-1,-1
1,10,452.00,174.00,68.00,30.00,1,-1,-1,-1
1,11,903.00,123.00,46.00,26.00,1,-1,-1,-1
1,12,846.00,264.00,145.00,75.00,1,-1,-1,-1
1,13,130.00,185.00,22.00,20.00,1,-1,-1,-1
1,14,821.00,103.00,38.00,20.00,1,-1,-1,-1
1,15,73.00,219.00,23.00,23.00,1,-1,-1,-1
1,16,147.00,195.00,27.00,25.00,1,-1,-1,-1
1,17,735.00,80.00,32.00,19.00,1,-1,-1,-1
1,18,93.00,197.00,19.00,18.00,1,-1,-1,-1
1,19,769.00,89.00,33.00,19.00,1,-1,-1,-1
1,20,1010.00,138.00,24.00,19.00,1,-1,-1,-1
1,21,941.00,258.00,202.00,107.00,1,-1,-1,-1
2,1,972.00,168.00,39.00,32.00,1,-1,-1,-1
2,2,829.00,165.00,59.00,37.00,1,-1,-1,-1
2,3,130.00,268.00,58.00,55.00,1,-1,-1,-1
2,4,223.00,218.00,46.00,34.00,1,-1,-1,-1
2,5,122.00,219.00,31.00,30.00,1,-1,-1,-1
2,6,266.00,233.00,56.00,40.00,1,-1,-1,-1
2,7,920.00,156.00,34.00,24.00,1,-1,-1,-1
2,8,528.00,166.00,63.00,29.00,1,-1,-1,-1
2,9,874.00,155.00,49.00,34.00,1,-1,-1,-1
2,10,447.00,173.00,60.00,30.00,1,-1,-1,-1
2,11,904.00,123.00,46.00,26.00,1,-1,-1,-1
2,12,822.00,255.00,140.00,73.00,1,-1,-1,-1
2,13,130.00,184.00,23.00,21.00,1,-1,-1,-1
2,14,822.00,103.00,37.00,21.00,1,-1,-1,-1
2,15,75.00,220.00,23.00,24.00,1,-1,-1,-1
2,16,148.00,195.00,27.00,25.00,1,-1,-1,-1
2,17,735.00,80.00,31.00,19.00,1,-1,-1,-1
2,18,94.00,197.00,19.00,19.00,1,-1,-1,-1
2,19,769.00,89.00,33.00,19.00,1,-1,-1,-1
2,20,1010.00,138.00,24.00,19.00,1,-1,-1,-1
2,21,945.00,254.00,182.00,106.00,1,-1,-1,-1
3,1,974.00,167.00,39.00,32.00,1,-1,-1,-1
3,2,829.00,165.00,59.00,37.00,1,-1,-1,-1
3,3,136.00,274.00,63.00,57.00,1,-1,-1,-1
3,4,223.00,218.00,46.00,35.00,1,-1,-1,-1
3,5,126.00,222.00,31.00,30.00,1,-1,-1,-1
3,6,266.00,233.00,56.00,40.00,1,-1,-1,-1
3,7,920.00,156.00,34.00,24.00,1,-1,-1,-1
3,8,517.00,164.00,60.00,28.00,1,-1,-1,-1
3,9,874.00,155.00,49.00,34.00,1,-1,-1,-1
3,10,436.00,171.00,58.00,29.00,1,-1,-1,-1
3,11,905.00,123.00,45.00,26.00,1,-1,-1,-1
3,12,795.00,247.00,139.00,71.00,1,-1,-1,-1
